Sequencing Run	Viral genome	Viral name	Virus genome length	Paired read count	Covered bases
SRR23971562	NC_022249.1	Feline_astrovirus_2_strain_1637F,_complete_genome	6795	34	562
SRR23971562	NC_032730.1	Lucheng_Rn_rat_coronavirus_isolate_Lucheng-19,_complete_genome	28763	2	93
SRR23971578	NC_045512.2	Severe_acute_respiratory_syndrome_coronavirus_2_isolate_Wuhan-Hu-1,_complete_genome	29903	32	3455
SRR23971578	NC_009334.1	Human_herpesvirus_4,_complete_genome	172764	35	1319
SRR23971578	NC_002229.3	Gallid_herpesvirus_2,_complete_genome	177874	24	1133
SRR23971578	NC_003225.3	White_spot_syndrome_virus_strain_CN01,_complete_genome	309286	44	1723
SRR23971578	NC_014969.1	Fowl_adenovirus_E,_complete_genome	44055	1	128
SRR23971578	NC_055165.1	Shrimp_hemocyte_iridescent_virus_isolate_20141215,_complete_genome	165809	1	93
SRR23971578	NC_001618.1	UR2_sarcoma_virus,_complete_genome	3166	1	93
SRR23971578	NC_003494.1	Infectious_spleen_and_kidney_necrosis_virus,_complete_genome	111362	23	975
SRR23971578	NC_043404.1	Avian_myeloblastosis_virus_RNA-dependent_DNA_polymerase_gene,_partial_cds;_transforming_protein_gene,_complete_cds;_and_long_terminal_repeat,_complete_sequence	1928	1	93
SRR23971578	NC_001539.1	Canine_parvovirus,_complete_genome	5323	28	956
SRR23971578	NC_002361.1	Columbid_circovirus_(CoCV),_complete_genome	2037	1	93
SRR23971578	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	13305	6123
SRR23971578	NC_001344.1	Duck_hepatitis_B_virus,_complete_genome	3027	1	126
SRR23971578	NC_008514.1	Siniperca_chuatsi_rhabdovirus,_complete_genome	11545	18	488
SRR23971578	NC_026812.1	Chinook_salmon_bafinivirus_isolate_NIDO,_complete_genome	27004	20	490
SRR23971578	NC_022089.1	Parvovirus_NIH-CQV_putative_15-kDa_protein,_putative_replication_associated_protein_(rep),_and_putative_capsid_protein_(cap)_genes,_complete_cds	3780	14	360
SRR23971578	NC_032852.1	Wenzhou_shrimp_virus_8_strain_shrimp14543_hypothetical_protein_gene,_complete_cds	10445	1	93
SRR23971527	NC_034971.1	Canine_kobuvirus_isolate_SMCD-59,_complete_genome	8216	8	267
SRR23971527	NC_040533.1	Lupine_bocavirus_isolate_South_Douro,_complete_genome	5228	1	43
SRR23971527	NC_025825.1	Raccoon_dog_amdovirus_isolate_HS-R_NS1,_NS2,_NS3,_VP1,_and_VP2_genes,_complete_cds	4928	22	626
SRR23971527	NC_031503.1	Pigeon_adenovirus_2_isolate_YPDS-Y-V1.A19.11-2013,_complete_genome	41981	3	129
SRR23971527	OM451182.1	MAG:_Canine_kobuvirus_isolate_JX-MO1_polyprotein_gene,_complete_cds	8315	5	215
SRR23971527	OM451141.1	MAG:_Hedgehog_bocavirus_isolate_HeN-F1_nonstructural_protein_1,_NP1,_and_structural_protein_3_genes,_complete_cds	5373	3	86
SRR23971527	NC_005889.1	Bovine_adeno-associated_virus,_complete_genome	4693	2	86
SRR23971527	NC_001543.1	Rabbit_hemorrhagic_disease_virus-FRG,_complete_genome	7437	3	129
SRR23971527	NC_001427.1	Chicken_anemia_virus,_complete_genome	2319	2	84
SRR23971527	NC_020499.1	Canine_bocavirus_1_isolate_Con-161,_complete_genome	5413	1	43
SRR23971527	NC_021472.1	Felis_catus_papillomavirus-3,_complete_genome	7583	1	43
SRR23971527	NC_001539.1	Canine_parvovirus,_complete_genome	5323	957	4280
SRR23971527	NC_002361.1	Columbid_circovirus_(CoCV),_complete_genome	2037	326	542
SRR23971527	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	5	215
SRR23971527	NC_015396.1	Avian_gyrovirus_2,_complete_genome	2383	1	43
SRR23971527	NC_004442.1	Canine_minute_virus,_complete_genome	5097	25	736
SRR23971527	NC_027708.1	Skunk_adenovirus_PB1,_complete_genome	31848	9	344
SRR23971527	NC_022373.1	Felis_catus_papillomavirus_4_isolate_MY-3,_complete_genome	7616	7	215
SRR23971527	NC_040604.1	Rodent_papillomavirus_isolate_RtRn-PV/GD2014,_complete_genome	7373	3	86
SRR23971527	NC_040573.1	Myocastor_coypus_polyomavirus_1,_complete_genome	5422	5	172
SRR23971527	NC_006148.1	Snake_parvovirus_1,_complete_genome	4432	1	38
SRR23971535	NC_034971.1	Canine_kobuvirus_isolate_SMCD-59,_complete_genome	8216	5	182
SRR23971535	NC_004800.1	Goose_hemorrhagic_polyomavirus,_complete_genome	5256	2	86
SRR23971535	NC_040533.1	Lupine_bocavirus_isolate_South_Douro,_complete_genome	5228	1	43
SRR23971535	NC_025825.1	Raccoon_dog_amdovirus_isolate_HS-R_NS1,_NS2,_NS3,_VP1,_and_VP2_genes,_complete_cds	4928	6	195
SRR23971535	NC_031503.1	Pigeon_adenovirus_2_isolate_YPDS-Y-V1.A19.11-2013,_complete_genome	41981	19	570
SRR23971535	OM451182.1	MAG:_Canine_kobuvirus_isolate_JX-MO1_polyprotein_gene,_complete_cds	8315	8	258
SRR23971535	NC_001427.1	Chicken_anemia_virus,_complete_genome	2319	2	43
SRR23971535	NC_001539.1	Canine_parvovirus,_complete_genome	5323	5549	4422
SRR23971535	NC_002361.1	Columbid_circovirus_(CoCV),_complete_genome	2037	19	409
SRR23971535	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	4	129
SRR23971535	NC_024446.1	Penguinpox_virus_isolate_PSan92,_complete_genome	306862	2	86
SRR23971535	NC_027708.1	Skunk_adenovirus_PB1,_complete_genome	31848	2	43
SRR23971535	NC_006148.1	Snake_parvovirus_1,_complete_genome	4432	3	43
SRR23971509	NC_040533.1	Lupine_bocavirus_isolate_South_Douro,_complete_genome	5228	4	279
SRR23971509	NC_045512.2	Severe_acute_respiratory_syndrome_coronavirus_2_isolate_Wuhan-Hu-1,_complete_genome	29903	74	7447
SRR23971509	NC_003225.3	White_spot_syndrome_virus_strain_CN01,_complete_genome	309286	5	319
SRR23971509	NC_001427.1	Chicken_anemia_virus,_complete_genome	2319	24	1053
SRR23971509	NC_055165.1	Shrimp_hemocyte_iridescent_virus_isolate_20141215,_complete_genome	165809	39	3197
SRR23971509	NC_020499.1	Canine_bocavirus_1_isolate_Con-161,_complete_genome	5413	5	153
SRR23971509	NC_001618.1	UR2_sarcoma_virus,_complete_genome	3166	2	279
SRR23971509	NC_043404.1	Avian_myeloblastosis_virus_RNA-dependent_DNA_polymerase_gene,_partial_cds;_transforming_protein_gene,_complete_cds;_and_long_terminal_repeat,_complete_sequence	1928	9	279
SRR23971509	NC_001539.1	Canine_parvovirus,_complete_genome	5323	52	2370
SRR23971509	NC_002361.1	Columbid_circovirus_(CoCV),_complete_genome	2037	40	803
SRR23971509	NC_003027.1	Lumpy_skin_disease_virus_NI-2490,_complete_genome	150773	1	93
SRR23971509	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	770	6074
SRR23971509	NC_022249.1	Feline_astrovirus_2_strain_1637F,_complete_genome	6795	13	717
SRR23971509	NC_001344.1	Duck_hepatitis_B_virus,_complete_genome	3027	36	1450
SRR23971509	NC_015396.1	Avian_gyrovirus_2,_complete_genome	2383	17	950
SRR23971509	NC_028238.1	Turkeypox_virus_strain_TKPV-HU1124/2011,_complete_genome	188534	1	93
SRR23971509	NC_002577.1	Gallid_herpesvirus_3,_complete_genome	164270	2	372
SRR23971509	NC_018401.1	Gyrovirus_4,_complete_genome	2034	7	523
SRR23971509	NC_038538.1	Porcine_bocavirus_H18,_partial_genome	5267	5	128
SRR23971509	NC_002188.1	Fowlpox_virus,_complete_genome	288539	4	301
SRR23971509	NC_022089.1	Parvovirus_NIH-CQV_putative_15-kDa_protein,_putative_replication_associated_protein_(rep),_and_putative_capsid_protein_(cap)_genes,_complete_cds	3780	2	241
SRR23971509	NC_032852.1	Wenzhou_shrimp_virus_8_strain_shrimp14543_hypothetical_protein_gene,_complete_cds	10445	1	186
SRR23971509	NC_001866.1	Avian_myelocytomatosis_virus,_complete_genome	3392	5	400
SRR23971483	NC_017940.1	European_sheatfish_virus,_complete_genome	127732	1	43
SRR23971483	NC_025825.1	Raccoon_dog_amdovirus_isolate_HS-R_NS1,_NS2,_NS3,_VP1,_and_VP2_genes,_complete_cds	4928	37	1064
SRR23971483	NC_002229.3	Gallid_herpesvirus_2,_complete_genome	177874	3	129
SRR23971483	NC_031503.1	Pigeon_adenovirus_2_isolate_YPDS-Y-V1.A19.11-2013,_complete_genome	41981	9	343
SRR23971483	OM451141.1	MAG:_Hedgehog_bocavirus_isolate_HeN-F1_nonstructural_protein_1,_NP1,_and_structural_protein_3_genes,_complete_cds	5373	1	43
SRR23971483	NC_001618.1	UR2_sarcoma_virus,_complete_genome	3166	4	131
SRR23971483	NC_043404.1	Avian_myeloblastosis_virus_RNA-dependent_DNA_polymerase_gene,_partial_cds;_transforming_protein_gene,_complete_cds;_and_long_terminal_repeat,_complete_sequence	1928	5	131
SRR23971483	NC_001539.1	Canine_parvovirus,_complete_genome	5323	336	3955
SRR23971483	NC_002361.1	Columbid_circovirus_(CoCV),_complete_genome	2037	26	380
SRR23971483	NC_034266.1	Columbid_alphaherpesvirus_1_strain_HLJ,_complete_genome	204237	1	43
SRR23971483	NC_038922.1	Avian_sarcoma_virus_CT10_genomic_sequence	2428	6	158
SRR23971483	NC_028238.1	Turkeypox_virus_strain_TKPV-HU1124/2011,_complete_genome	188534	1	43
SRR23971483	NC_002577.1	Gallid_herpesvirus_3,_complete_genome	164270	2	86
SRR23971483	NC_024446.1	Penguinpox_virus_isolate_PSan92,_complete_genome	306862	71	2692
SRR23971483	NC_038538.1	Porcine_bocavirus_H18,_partial_genome	5267	4	129
SRR23971483	NC_002188.1	Fowlpox_virus,_complete_genome	288539	2	86
SRR23971483	NC_027708.1	Skunk_adenovirus_PB1,_complete_genome	31848	5	172
SRR23971483	NC_001866.1	Avian_myelocytomatosis_virus,_complete_genome	3392	1	43
SRR23971556	NC_003225.3	White_spot_syndrome_virus_strain_CN01,_complete_genome	309286	29	1118
SRR23971584	OM451185.1	MAG:_Marmot_kobuvirus_isolate_JS-TNA1_polyprotein_gene,_complete_cds	8193	2	279
SRR23971584	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	69	2957
SRR23971584	NC_017083.1	Rabbit_coronavirus_HKU14,_complete_genome	31100	3	465
SRR23971584	OM451195.1	MAG:_Hedgehog_dicipivirus_2_isolate_HeN-F3_polyprotein_P2/P3_gene,_complete_cds	8598	1	183
SRR23971422	NC_034971.1	Canine_kobuvirus_isolate_SMCD-59,_complete_genome	8216	3	129
SRR23971422	OM451123.1	MAG:_Canine_coronavirus_isolate_HeB-G1,_complete_genome	29340	2	86
SRR23971422	NC_040533.1	Lupine_bocavirus_isolate_South_Douro,_complete_genome	5228	16	587
SRR23971422	NC_025825.1	Raccoon_dog_amdovirus_isolate_HS-R_NS1,_NS2,_NS3,_VP1,_and_VP2_genes,_complete_cds	4928	5	171
SRR23971422	OM451182.1	MAG:_Canine_kobuvirus_isolate_JX-MO1_polyprotein_gene,_complete_cds	8315	2	86
SRR23971422	NC_055121.1	Bamboo_rat_circovirus_isolate_FJ01,_complete_genome	2112	8	296
SRR23971422	OM451185.1	MAG:_Marmot_kobuvirus_isolate_JS-TNA1_polyprotein_gene,_complete_cds	8193	1	43
SRR23971422	NC_001539.1	Canine_parvovirus,_complete_genome	5323	119	2873
SRR23971422	NC_002361.1	Columbid_circovirus_(CoCV),_complete_genome	2037	2	86
SRR23971422	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	1	43
SRR23971422	OQ297694.1	MAG:_Bamboo_rat_coronavirus_isolate_GX/GX19-89/2019,_complete_genome	31168	272	8478
SRR23971422	NC_017083.1	Rabbit_coronavirus_HKU14,_complete_genome	31100	226	7228
SRR23971422	NC_001344.1	Duck_hepatitis_B_virus,_complete_genome	3027	1	43
SRR23971422	NC_015396.1	Avian_gyrovirus_2,_complete_genome	2383	1	43
SRR23971422	OM451122.1	MAG:_Canine_coronavirus_isolate_SD-F3,_complete_genome	29309	1	43
SRR23971422	NC_004442.1	Canine_minute_virus,_complete_genome	5097	8	338
SRR23971422	NC_002306.3	Feline_infectious_peritonitis_virus,_complete_genome	29355	2	43
SRR23971422	NC_027708.1	Skunk_adenovirus_PB1,_complete_genome	31848	1	43
SRR23971422	NC_022373.1	Felis_catus_papillomavirus_4_isolate_MY-3,_complete_genome	7616	1	43
SRR23971422	NC_038861.1	Transmissible_gastroenteritis_virus_complete_genome,_genomic_RNA	28586	2	86
SRR23971582	OM451123.1	MAG:_Canine_coronavirus_isolate_HeB-G1,_complete_genome	29340	8	468
SRR23971582	NC_045512.2	Severe_acute_respiratory_syndrome_coronavirus_2_isolate_Wuhan-Hu-1,_complete_genome	29903	42766	29650
SRR23971582	NC_031275.1	Wenzhou_Crab_Virus_1_strain_RBX2_nucleocapsid_(N),_glycoprotein_(G),_and_RNA-dependent_RNA_polymerase_(L)_genes,_complete_cds	9591	7	552
SRR23971582	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	14	1614
SRR23971582	NC_032890.1	Wenzhou_channeled_applesnail_virus_3_strain_BHBei77067_hypothetical_protein_gene,_complete_cds	8377	20	976
SRR23971582	NC_032129.1	Beihai_mollusks_virus_1_strain_WZSLuoI86140_hypothetical_protein_1_and_hypothetical_protein_2_genes,_complete_cds	8805	1	186
SRR23971582	NC_008514.1	Siniperca_chuatsi_rhabdovirus,_complete_genome	11545	35	1475
SRR23971582	OM451122.1	MAG:_Canine_coronavirus_isolate_SD-F3,_complete_genome	29309	1	128
SRR23971582	NC_032852.1	Wenzhou_shrimp_virus_8_strain_shrimp14543_hypothetical_protein_gene,_complete_cds	10445	1	93
SRR23971582	NC_032811.1	Hubei_unio_douglasiae_virus_2_strain_WHBL72658_hypothetical_protein_1,_hypothetical_protein_2,_and_hypothetical_protein_3_genes,_complete_cds	4431	1	173
SRR23971457	NC_040594.1	Picalivirus_A_isolate_PicaV-A,_complete_genome	8966	3	123
SRR23971457	NC_006383.2	Peste_des_petits_ruminants_virus_complete_genome	15948	2	93
SRR23971457	OM451185.1	MAG:_Marmot_kobuvirus_isolate_JS-TNA1_polyprotein_gene,_complete_cds	8193	8	930
SRR23971457	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	5004	6118
SRR23971457	NC_017083.1	Rabbit_coronavirus_HKU14,_complete_genome	31100	2	186
SRR23971457	NC_008514.1	Siniperca_chuatsi_rhabdovirus,_complete_genome	11545	1	92
SRR23971457	NC_032730.1	Lucheng_Rn_rat_coronavirus_isolate_Lucheng-19,_complete_genome	28763	8	502
SRR23971457	NC_026812.1	Chinook_salmon_bafinivirus_isolate_NIDO,_complete_genome	27004	2	186
SRR23971457	NC_032811.1	Hubei_unio_douglasiae_virus_2_strain_WHBL72658_hypothetical_protein_1,_hypothetical_protein_2,_and_hypothetical_protein_3_genes,_complete_cds	4431	3	279
SRR23971580	OM451123.1	MAG:_Canine_coronavirus_isolate_HeB-G1,_complete_genome	29340	2	104
SRR23971580	NC_045512.2	Severe_acute_respiratory_syndrome_coronavirus_2_isolate_Wuhan-Hu-1,_complete_genome	29903	183340	29680
SRR23971580	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	92	4284
SRR23971580	NC_032852.1	Wenzhou_shrimp_virus_8_strain_shrimp14543_hypothetical_protein_gene,_complete_cds	10445	2	186
SRR23971506	OM451123.1	MAG:_Canine_coronavirus_isolate_HeB-G1,_complete_genome	29340	1	186
SRR23971506	NC_033291.1	Wenling_crustacean_virus_14_strain_WLJQ104130_RNA-dependent_RNA_polymerase_gene,_complete_cds	6699	2	372
SRR23971506	NC_045512.2	Severe_acute_respiratory_syndrome_coronavirus_2_isolate_Wuhan-Hu-1,_complete_genome	29903	22	2723
SRR23971506	NC_031275.1	Wenzhou_Crab_Virus_1_strain_RBX2_nucleocapsid_(N),_glycoprotein_(G),_and_RNA-dependent_RNA_polymerase_(L)_genes,_complete_cds	9591	1	93
SRR23971506	NC_055165.1	Shrimp_hemocyte_iridescent_virus_isolate_20141215,_complete_genome	165809	1	158
SRR23971506	NC_001539.1	Canine_parvovirus,_complete_genome	5323	5	621
SRR23971506	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	63	4288
SRR23971506	NC_022249.1	Feline_astrovirus_2_strain_1637F,_complete_genome	6795	4	400
SRR23971506	NC_033172.1	Wenzhou_gastropodes_virus_2_strain_WZSLuoI86086_hypothetical_protein_gene,_complete_cds	8926	9	937
SRR23971506	NC_032129.1	Beihai_mollusks_virus_1_strain_WZSLuoI86140_hypothetical_protein_1_and_hypothetical_protein_2_genes,_complete_cds	8805	1	186
SRR23971506	NC_022089.1	Parvovirus_NIH-CQV_putative_15-kDa_protein,_putative_replication_associated_protein_(rep),_and_putative_capsid_protein_(cap)_genes,_complete_cds	3780	3	341
SRR23971506	NC_002306.3	Feline_infectious_peritonitis_virus,_complete_genome	29355	1	93
SRR23971529	NC_034971.1	Canine_kobuvirus_isolate_SMCD-59,_complete_genome	8216	75	1800
SRR23971529	NC_004800.1	Goose_hemorrhagic_polyomavirus,_complete_genome	5256	3	129
SRR23971529	NC_040533.1	Lupine_bocavirus_isolate_South_Douro,_complete_genome	5228	2	86
SRR23971529	NC_025825.1	Raccoon_dog_amdovirus_isolate_HS-R_NS1,_NS2,_NS3,_VP1,_and_VP2_genes,_complete_cds	4928	223	2775
SRR23971529	NC_031503.1	Pigeon_adenovirus_2_isolate_YPDS-Y-V1.A19.11-2013,_complete_genome	41981	12	387
SRR23971529	OM451182.1	MAG:_Canine_kobuvirus_isolate_JX-MO1_polyprotein_gene,_complete_cds	8315	79	1794
SRR23971529	NC_005889.1	Bovine_adeno-associated_virus,_complete_genome	4693	27	830
SRR23971529	NC_001543.1	Rabbit_hemorrhagic_disease_virus-FRG,_complete_genome	7437	3	86
SRR23971529	NC_001427.1	Chicken_anemia_virus,_complete_genome	2319	26	870
SRR23971529	NC_043404.1	Avian_myeloblastosis_virus_RNA-dependent_DNA_polymerase_gene,_partial_cds;_transforming_protein_gene,_complete_cds;_and_long_terminal_repeat,_complete_sequence	1928	1	43
SRR23971529	OM451185.1	MAG:_Marmot_kobuvirus_isolate_JS-TNA1_polyprotein_gene,_complete_cds	8193	5	154
SRR23971529	NC_001539.1	Canine_parvovirus,_complete_genome	5323	59148	4443
SRR23971529	NC_002361.1	Columbid_circovirus_(CoCV),_complete_genome	2037	49	499
SRR23971529	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	19	667
SRR23971529	OQ297694.1	MAG:_Bamboo_rat_coronavirus_isolate_GX/GX19-89/2019,_complete_genome	31168	7	301
SRR23971529	NC_017083.1	Rabbit_coronavirus_HKU14,_complete_genome	31100	6	172
SRR23971529	NC_018401.1	Gyrovirus_4,_complete_genome	2034	2	86
SRR23971529	NC_024446.1	Penguinpox_virus_isolate_PSan92,_complete_genome	306862	107	3998
SRR23971529	OM451162.1	MAG:_Hedgehog_chapparvovirus_6_isolate_HeN-F2_genomic_sequence	4461	1	43
SRR23971529	NC_002188.1	Fowlpox_virus,_complete_genome	288539	4	143
SRR23971529	NC_004442.1	Canine_minute_virus,_complete_genome	5097	6	210
SRR23971529	NC_027708.1	Skunk_adenovirus_PB1,_complete_genome	31848	18	683
SRR23971529	NC_006148.1	Snake_parvovirus_1,_complete_genome	4432	19	557
SRR23971522	OM451194.1	MAG:_Cadicivirus_B_isolate_HeN-F3_polyprotein_P1_and_polyprotein_P2/P3_genes,_complete_cds	8836	38	1718
SRR23971522	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	9	933
SRR23971522	OM451195.1	MAG:_Hedgehog_dicipivirus_2_isolate_HeN-F3_polyprotein_P2/P3_gene,_complete_cds	8598	79	3701
SRR23971451	NC_034971.1	Canine_kobuvirus_isolate_SMCD-59,_complete_genome	8216	1	43
SRR23971451	OM451123.1	MAG:_Canine_coronavirus_isolate_HeB-G1,_complete_genome	29340	3	129
SRR23971451	NC_025825.1	Raccoon_dog_amdovirus_isolate_HS-R_NS1,_NS2,_NS3,_VP1,_and_VP2_genes,_complete_cds	4928	1	43
SRR23971451	NC_045512.2	Severe_acute_respiratory_syndrome_coronavirus_2_isolate_Wuhan-Hu-1,_complete_genome	29903	6	258
SRR23971451	NC_002229.3	Gallid_herpesvirus_2,_complete_genome	177874	2	86
SRR23971451	NC_031503.1	Pigeon_adenovirus_2_isolate_YPDS-Y-V1.A19.11-2013,_complete_genome	41981	10	391
SRR23971451	OM451182.1	MAG:_Canine_kobuvirus_isolate_JX-MO1_polyprotein_gene,_complete_cds	8315	1	43
SRR23971451	NC_055121.1	Bamboo_rat_circovirus_isolate_FJ01,_complete_genome	2112	1	43
SRR23971451	NC_001427.1	Chicken_anemia_virus,_complete_genome	2319	4	134
SRR23971451	OM451212.1	MAG:_Erinaceus_hedgehog_coronavirus_HKU31_isolate_HeN-F3_ORF1ab,_spike_protein,_and_hypothetical_protein_genes,_complete_cds;_envelop_protein_and_membrane_protein_genes,_partial_cds;_and_nucleocapsid_protein_gene,_complete_cds	29858	1	43
SRR23971451	OM451185.1	MAG:_Marmot_kobuvirus_isolate_JS-TNA1_polyprotein_gene,_complete_cds	8193	3	92
SRR23971451	NC_001539.1	Canine_parvovirus,_complete_genome	5323	2550	4342
SRR23971451	NC_002361.1	Columbid_circovirus_(CoCV),_complete_genome	2037	24	580
SRR23971451	OQ297694.1	MAG:_Bamboo_rat_coronavirus_isolate_GX/GX19-89/2019,_complete_genome	31168	18	700
SRR23971451	NC_017083.1	Rabbit_coronavirus_HKU14,_complete_genome	31100	49	1950
SRR23971451	NC_024446.1	Penguinpox_virus_isolate_PSan92,_complete_genome	306862	9	387
SRR23971451	NC_022787.1	Porcine_torovirus_strain_SH1,_complete_genome	28301	2	86
SRR23971451	NC_004442.1	Canine_minute_virus,_complete_genome	5097	1	43
SRR23971451	NC_002306.3	Feline_infectious_peritonitis_virus,_complete_genome	29355	1	43
SRR23971451	NC_038861.1	Transmissible_gastroenteritis_virus_complete_genome,_genomic_RNA	28586	1	43
SRR23971476	NC_011765.1	European_hedgehog_papillomavirus,_complete_genome	8256	4	172
SRR23971476	NC_002229.3	Gallid_herpesvirus_2,_complete_genome	177874	1	43
SRR23971476	OM451141.1	MAG:_Hedgehog_bocavirus_isolate_HeN-F1_nonstructural_protein_1,_NP1,_and_structural_protein_3_genes,_complete_cds	5373	4	129
SRR23971476	NC_005889.1	Bovine_adeno-associated_virus,_complete_genome	4693	6	131
SRR23971476	OM451194.1	MAG:_Cadicivirus_B_isolate_HeN-F3_polyprotein_P1_and_polyprotein_P2/P3_genes,_complete_cds	8836	4	156
SRR23971476	NC_001427.1	Chicken_anemia_virus,_complete_genome	2319	1	43
SRR23971476	AC_000013.1	Fowl_adenovirus_D,_complete_genome	45063	1	43
SRR23971476	NC_043404.1	Avian_myeloblastosis_virus_RNA-dependent_DNA_polymerase_gene,_partial_cds;_transforming_protein_gene,_complete_cds;_and_long_terminal_repeat,_complete_sequence	1928	1	43
SRR23971476	NC_001539.1	Canine_parvovirus,_complete_genome	5323	58	1523
SRR23971476	NC_046963.1	Guangdong_red-banded_snake_torovirus_strain_LPSF30546_1ab_protein,_spike_protein,_hypothetical_protein,_and_putative_glycoprotein_genes,_complete_cds	30859	24	912
SRR23971476	OM451195.1	MAG:_Hedgehog_dicipivirus_2_isolate_HeN-F3_polyprotein_P2/P3_gene,_complete_cds	8598	3	129
SRR23971476	NC_038922.1	Avian_sarcoma_virus_CT10_genomic_sequence	2428	1	43
SRR23971476	NC_027708.1	Skunk_adenovirus_PB1,_complete_genome	31848	5	129
SRR23971476	NC_006148.1	Snake_parvovirus_1,_complete_genome	4432	32	133
SRR23971436	NC_040594.1	Picalivirus_A_isolate_PicaV-A,_complete_genome	8966	8	465
SRR23971436	NC_003630.1	Pepper_mild_mottle_virus,_complete_genome	6357	52	2532
SRR23971436	NC_032730.1	Lucheng_Rn_rat_coronavirus_isolate_Lucheng-19,_complete_genome	28763	2	217
SRR23971436	NC_032965.1	Hubei_tombus-like_virus_2_strain_WHSFII19265_hypothetical_protein_1,_hypothetical_protein_2,_hypothetical_protein_3,_and_hypothetical_protein_4_genes,_complete_cds	5510	3	93
SRR23971524	NC_034971.1	Canine_kobuvirus_isolate_SMCD-59,_complete_genome	8216	1	43
SRR23971524	NC_025825.1	Raccoon_dog_amdovirus_isolate_HS-R_NS1,_NS2,_NS3,_VP1,_and_VP2_genes,_complete_cds	4928	8	287
SRR23971524	NC_002229.3	Gallid_herpesvirus_2,_complete_genome	177874	1	43
SRR23971524	NC_005889.1	Bovine_adeno-associated_virus,_complete_genome	4693	1	43
SRR23971524	NC_001543.1	Rabbit_hemorrhagic_disease_virus-FRG,_complete_genome	7437	42	745
SRR23971524	NC_001427.1	Chicken_anemia_virus,_complete_genome	2319	2	43
SRR23971524	NC_001618.1	UR2_sarcoma_virus,_complete_genome	3166	3	129
SRR23971524	NC_043404.1	Avian_myeloblastosis_virus_RNA-dependent_DNA_polymerase_gene,_partial_cds;_transforming_protein_gene,_complete_cds;_and_long_terminal_repeat,_complete_sequence	1928	4	172
SRR23971524	NC_001539.1	Canine_parvovirus,_complete_genome	5323	50	1451
SRR23971524	NC_002361.1	Columbid_circovirus_(CoCV),_complete_genome	2037	2	86
SRR23971524	NC_017083.1	Rabbit_coronavirus_HKU14,_complete_genome	31100	8	258
SRR23971524	NC_038922.1	Avian_sarcoma_virus_CT10_genomic_sequence	2428	1	43
SRR23971524	NC_002577.1	Gallid_herpesvirus_3,_complete_genome	164270	1	43
SRR23971524	NC_004442.1	Canine_minute_virus,_complete_genome	5097	15	548
SRR23971524	NC_027708.1	Skunk_adenovirus_PB1,_complete_genome	31848	15	477
SRR23971524	NC_001866.1	Avian_myelocytomatosis_virus,_complete_genome	3392	2	86
SRR23971524	NC_040573.1	Myocastor_coypus_polyomavirus_1,_complete_genome	5422	1	43
SRR23971541	NC_034971.1	Canine_kobuvirus_isolate_SMCD-59,_complete_genome	8216	9	385
SRR23971541	NC_040533.1	Lupine_bocavirus_isolate_South_Douro,_complete_genome	5228	3	86
SRR23971541	NC_023860.1	Porcine_parvovirus_6_isolate_TJ,_complete_genome	6148	2	86
SRR23971541	NC_025825.1	Raccoon_dog_amdovirus_isolate_HS-R_NS1,_NS2,_NS3,_VP1,_and_VP2_genes,_complete_cds	4928	8	344
SRR23971541	NC_031503.1	Pigeon_adenovirus_2_isolate_YPDS-Y-V1.A19.11-2013,_complete_genome	41981	2	86
SRR23971541	OM451182.1	MAG:_Canine_kobuvirus_isolate_JX-MO1_polyprotein_gene,_complete_cds	8315	4	172
SRR23971541	OM451141.1	MAG:_Hedgehog_bocavirus_isolate_HeN-F1_nonstructural_protein_1,_NP1,_and_structural_protein_3_genes,_complete_cds	5373	1	43
SRR23971541	NC_005889.1	Bovine_adeno-associated_virus,_complete_genome	4693	9	321
SRR23971541	NC_001543.1	Rabbit_hemorrhagic_disease_virus-FRG,_complete_genome	7437	2	86
SRR23971541	NC_001457.1	Human_papillomavirus_type_4,_complete_genome	7353	2	86
SRR23971541	NC_001427.1	Chicken_anemia_virus,_complete_genome	2319	2	86
SRR23971541	OM451183.1	MAG:_Civet_kobuvirus_isolate_SC-F3_polyprotein_gene,_complete_cds	8146	2	86
SRR23971541	NC_020499.1	Canine_bocavirus_1_isolate_Con-161,_complete_genome	5413	1	43
SRR23971541	NC_043404.1	Avian_myeloblastosis_virus_RNA-dependent_DNA_polymerase_gene,_partial_cds;_transforming_protein_gene,_complete_cds;_and_long_terminal_repeat,_complete_sequence	1928	1	43
